[train]: no. 01 ,bandwidth, 95 ,[video_idx], 41 ,[Category], pant ,[Pred], pant ,[Time], 0.01526784896850586
[train]: no. 03 ,bandwidth, 15 ,[video_idx], 210 ,[Category], tshirt ,[Pred], pant ,[Time], 0.5355784893035889
[train]: no. 04 ,bandwidth, 15 ,[video_idx], 41 ,[Category], pant ,[Pred], pant ,[Time], 0.011761665344238281
[train]: no. 04 ,bandwidth, 15 ,[video_idx], 42 ,[Category], pant ,[Pred], pant ,[Time], 0.023119449615478516
[train]: no. 04 ,bandwidth, 15 ,[video_idx], 43 ,[Category], pant ,[Pred], pant ,[Time], 0.03404521942138672
[train]: no. 04 ,bandwidth, 15 ,[video_idx], 44 ,[Category], pant ,[Pred], pant ,[Time], 0.04458808898925781
[train]: no. 04 ,bandwidth, 15 ,[video_idx], 45 ,[Category], pant ,[Pred], pant ,[Time], 0.05533242225646973
[train]: no. 04 ,bandwidth, 15 ,[video_idx], 46 ,[Category], pant ,[Pred], pant ,[Time], 0.06621146202087402
[train]: no. 04 ,bandwidth, 15 ,[video_idx], 47 ,[Category], pant ,[Pred], pant ,[Time], 0.07738637924194336
[train]: no. 04 ,bandwidth, 15 ,[video_idx], 48 ,[Category], pant ,[Pred], pant ,[Time], 0.08861255645751953
[train]: no. 04 ,bandwidth, 15 ,[video_idx], 49 ,[Category], pant ,[Pred], pant ,[Time], 0.09963250160217285
[train]: no. 04 ,bandwidth, 15 ,[video_idx], 50 ,[Category], pant ,[Pred], pant ,[Time], 0.11073470115661621
[train]: no. 04 ,bandwidth, 15 ,[video_idx], 81 ,[Category], shirt ,[Pred], shirt ,[Time], 0.12156820297241211
[train]: no. 04 ,bandwidth, 15 ,[video_idx], 82 ,[Category], shirt ,[Pred], shirt ,[Time], 0.13242626190185547
[train]: no. 04 ,bandwidth, 15 ,[video_idx], 83 ,[Category], shirt ,[Pred], shirt ,[Time], 0.14351511001586914
[train]: no. 04 ,bandwidth, 15 ,[video_idx], 84 ,[Category], shirt ,[Pred], pant ,[Time], 0.1539902687072754
[train]: no. 04 ,bandwidth, 15 ,[video_idx], 85 ,[Category], shirt ,[Pred], shirt ,[Time], 0.1649150848388672
[train]: no. 04 ,bandwidth, 15 ,[video_idx], 86 ,[Category], shirt ,[Pred], shirt ,[Time], 0.17565488815307617
[train]: no. 04 ,bandwidth, 15 ,[video_idx], 87 ,[Category], shirt ,[Pred], pant ,[Time], 0.18615055084228516
[train]: no. 04 ,bandwidth, 15 ,[video_idx], 88 ,[Category], shirt ,[Pred], shirt ,[Time], 0.1972963809967041
[train]: no. 04 ,bandwidth, 15 ,[video_idx], 89 ,[Category], shirt ,[Pred], shirt ,[Time], 0.20846128463745117
[train]: no. 04 ,bandwidth, 15 ,[video_idx], 90 ,[Category], shirt ,[Pred], shirt ,[Time], 0.21967673301696777
[train]: no. 04 ,bandwidth, 15 ,[video_idx], 121 ,[Category], sweater ,[Pred], sweater ,[Time], 0.23111677169799805
[train]: no. 04 ,bandwidth, 15 ,[video_idx], 122 ,[Category], sweater ,[Pred], sweater ,[Time], 0.24257993698120117
[train]: no. 04 ,bandwidth, 15 ,[video_idx], 123 ,[Category], sweater ,[Pred], sweater ,[Time], 0.25372743606567383
[train]: no. 04 ,bandwidth, 15 ,[video_idx], 124 ,[Category], sweater ,[Pred], sweater ,[Time], 0.26468586921691895
[train]: no. 04 ,bandwidth, 15 ,[video_idx], 125 ,[Category], sweater ,[Pred], sweater ,[Time], 0.2751624584197998
[train]: no. 04 ,bandwidth, 15 ,[video_idx], 126 ,[Category], sweater ,[Pred], sweater ,[Time], 0.2859835624694824
[train]: no. 04 ,bandwidth, 15 ,[video_idx], 127 ,[Category], sweater ,[Pred], sweater ,[Time], 0.296924352645874
[train]: no. 04 ,bandwidth, 15 ,[video_idx], 128 ,[Category], sweater ,[Pred], sweater ,[Time], 0.30806493759155273
[train]: no. 04 ,bandwidth, 15 ,[video_idx], 129 ,[Category], sweater ,[Pred], sweater ,[Time], 0.31855344772338867
[train]: no. 04 ,bandwidth, 15 ,[video_idx], 130 ,[Category], sweater ,[Pred], sweater ,[Time], 0.33010005950927734
[train]: no. 04 ,bandwidth, 15 ,[video_idx], 161 ,[Category], towel ,[Pred], towel ,[Time], 0.34132814407348633
[train]: no. 04 ,bandwidth, 15 ,[video_idx], 162 ,[Category], towel ,[Pred], towel ,[Time], 0.35266947746276855
[train]: no. 04 ,bandwidth, 15 ,[video_idx], 163 ,[Category], towel ,[Pred], towel ,[Time], 0.36367082595825195
[train]: no. 04 ,bandwidth, 15 ,[video_idx], 164 ,[Category], towel ,[Pred], pant ,[Time], 0.37407922744750977
[train]: no. 04 ,bandwidth, 15 ,[video_idx], 165 ,[Category], towel ,[Pred], pant ,[Time], 0.3844759464263916
[train]: no. 04 ,bandwidth, 15 ,[video_idx], 166 ,[Category], towel ,[Pred], pant ,[Time], 0.3948984146118164
[train]: no. 04 ,bandwidth, 15 ,[video_idx], 167 ,[Category], towel ,[Pred], pant ,[Time], 0.40523314476013184
[train]: no. 04 ,bandwidth, 15 ,[video_idx], 168 ,[Category], towel ,[Pred], towel ,[Time], 0.4158463478088379
[train]: no. 04 ,bandwidth, 15 ,[video_idx], 169 ,[Category], towel ,[Pred], towel ,[Time], 0.42624902725219727
[train]: no. 04 ,bandwidth, 15 ,[video_idx], 170 ,[Category], towel ,[Pred], pant ,[Time], 0.4365825653076172
[train]: no. 04 ,bandwidth, 15 ,[video_idx], 201 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.44719529151916504
[train]: no. 04 ,bandwidth, 15 ,[video_idx], 202 ,[Category], tshirt ,[Pred], pant ,[Time], 0.4575343132019043
[train]: no. 04 ,bandwidth, 15 ,[video_idx], 203 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.4682426452636719
[train]: no. 04 ,bandwidth, 15 ,[video_idx], 204 ,[Category], tshirt ,[Pred], pant ,[Time], 0.47858214378356934
[train]: no. 04 ,bandwidth, 15 ,[video_idx], 205 ,[Category], tshirt ,[Pred], pant ,[Time], 0.488940954208374
[train]: no. 04 ,bandwidth, 15 ,[video_idx], 206 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.499464750289917
[train]: no. 04 ,bandwidth, 15 ,[video_idx], 207 ,[Category], tshirt ,[Pred], pant ,[Time], 0.5098865032196045
[train]: no. 04 ,bandwidth, 15 ,[video_idx], 208 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5205361843109131
[train]: no. 04 ,bandwidth, 15 ,[video_idx], 209 ,[Category], tshirt ,[Pred], pant ,[Time], 0.5309677124023438
[train]: no. 04 ,bandwidth, 15 ,[video_idx], 210 ,[Category], tshirt ,[Pred], pant ,[Time], 0.541332483291626
[train]: no. 01 ,bandwidth, 10 ,[video_idx], 41 ,[Category], pant ,[Pred], pant ,[Time], 0.010929107666015625
[train]: no. 01 ,bandwidth, 10 ,[video_idx], 42 ,[Category], pant ,[Pred], pant ,[Time], 0.02183389663696289
[train]: no. 01 ,bandwidth, 10 ,[video_idx], 43 ,[Category], pant ,[Pred], pant ,[Time], 0.0335385799407959
[train]: no. 01 ,bandwidth, 10 ,[video_idx], 44 ,[Category], pant ,[Pred], pant ,[Time], 0.0441899299621582
[train]: no. 01 ,bandwidth, 10 ,[video_idx], 45 ,[Category], pant ,[Pred], pant ,[Time], 0.05495595932006836
[train]: no. 01 ,bandwidth, 10 ,[video_idx], 46 ,[Category], pant ,[Pred], pant ,[Time], 0.06564569473266602
[train]: no. 01 ,bandwidth, 10 ,[video_idx], 47 ,[Category], pant ,[Pred], pant ,[Time], 0.07702350616455078
[train]: no. 01 ,bandwidth, 10 ,[video_idx], 48 ,[Category], pant ,[Pred], pant ,[Time], 0.08768057823181152
[train]: no. 01 ,bandwidth, 10 ,[video_idx], 49 ,[Category], pant ,[Pred], pant ,[Time], 0.09838700294494629
[train]: no. 01 ,bandwidth, 10 ,[video_idx], 50 ,[Category], pant ,[Pred], pant ,[Time], 0.11014318466186523
[train]: no. 01 ,bandwidth, 10 ,[video_idx], 81 ,[Category], shirt ,[Pred], pant ,[Time], 0.12084603309631348
[train]: no. 01 ,bandwidth, 10 ,[video_idx], 82 ,[Category], shirt ,[Pred], pant ,[Time], 0.13152170181274414
[train]: no. 01 ,bandwidth, 10 ,[video_idx], 83 ,[Category], shirt ,[Pred], pant ,[Time], 0.14228272438049316
[train]: no. 01 ,bandwidth, 10 ,[video_idx], 84 ,[Category], shirt ,[Pred], pant ,[Time], 0.15296053886413574
[train]: no. 01 ,bandwidth, 10 ,[video_idx], 85 ,[Category], shirt ,[Pred], pant ,[Time], 0.1636674404144287
[train]: no. 01 ,bandwidth, 10 ,[video_idx], 86 ,[Category], shirt ,[Pred], pant ,[Time], 0.17438554763793945
[train]: no. 01 ,bandwidth, 10 ,[video_idx], 87 ,[Category], shirt ,[Pred], pant ,[Time], 0.18506479263305664
[train]: no. 01 ,bandwidth, 10 ,[video_idx], 88 ,[Category], shirt ,[Pred], pant ,[Time], 0.1955704689025879
[train]: no. 01 ,bandwidth, 10 ,[video_idx], 89 ,[Category], shirt ,[Pred], pant ,[Time], 0.2061765193939209
[train]: no. 01 ,bandwidth, 10 ,[video_idx], 90 ,[Category], shirt ,[Pred], pant ,[Time], 0.21676087379455566
[train]: no. 01 ,bandwidth, 10 ,[video_idx], 121 ,[Category], sweater ,[Pred], pant ,[Time], 0.22736620903015137
[train]: no. 01 ,bandwidth, 10 ,[video_idx], 122 ,[Category], sweater ,[Pred], sweater ,[Time], 0.2390437126159668
[train]: no. 01 ,bandwidth, 10 ,[video_idx], 123 ,[Category], sweater ,[Pred], pant ,[Time], 0.24977564811706543
[train]: no. 01 ,bandwidth, 10 ,[video_idx], 124 ,[Category], sweater ,[Pred], sweater ,[Time], 0.26152801513671875
[train]: no. 01 ,bandwidth, 10 ,[video_idx], 125 ,[Category], sweater ,[Pred], pant ,[Time], 0.2720987796783447
[train]: no. 01 ,bandwidth, 10 ,[video_idx], 126 ,[Category], sweater ,[Pred], pant ,[Time], 0.2827310562133789
[train]: no. 01 ,bandwidth, 10 ,[video_idx], 127 ,[Category], sweater ,[Pred], sweater ,[Time], 0.2933626174926758
[train]: no. 01 ,bandwidth, 10 ,[video_idx], 128 ,[Category], sweater ,[Pred], sweater ,[Time], 0.30417537689208984
[train]: no. 01 ,bandwidth, 10 ,[video_idx], 129 ,[Category], sweater ,[Pred], pant ,[Time], 0.3147165775299072
[train]: no. 01 ,bandwidth, 10 ,[video_idx], 130 ,[Category], sweater ,[Pred], sweater ,[Time], 0.32551097869873047
[train]: no. 01 ,bandwidth, 10 ,[video_idx], 161 ,[Category], towel ,[Pred], towel ,[Time], 0.33638858795166016
[train]: no. 01 ,bandwidth, 10 ,[video_idx], 162 ,[Category], towel ,[Pred], pant ,[Time], 0.34714484214782715
[train]: no. 01 ,bandwidth, 10 ,[video_idx], 163 ,[Category], towel ,[Pred], towel ,[Time], 0.35795164108276367
[train]: no. 01 ,bandwidth, 10 ,[video_idx], 164 ,[Category], towel ,[Pred], pant ,[Time], 0.36852574348449707
[train]: no. 01 ,bandwidth, 10 ,[video_idx], 165 ,[Category], towel ,[Pred], towel ,[Time], 0.3793344497680664
[train]: no. 01 ,bandwidth, 10 ,[video_idx], 166 ,[Category], towel ,[Pred], pant ,[Time], 0.3900728225708008
[train]: no. 01 ,bandwidth, 10 ,[video_idx], 167 ,[Category], towel ,[Pred], pant ,[Time], 0.40085315704345703
[train]: no. 01 ,bandwidth, 10 ,[video_idx], 168 ,[Category], towel ,[Pred], pant ,[Time], 0.41152143478393555
[train]: no. 01 ,bandwidth, 10 ,[video_idx], 169 ,[Category], towel ,[Pred], towel ,[Time], 0.4223194122314453
[train]: no. 01 ,bandwidth, 10 ,[video_idx], 170 ,[Category], towel ,[Pred], towel ,[Time], 0.4332270622253418
[train]: no. 01 ,bandwidth, 10 ,[video_idx], 201 ,[Category], tshirt ,[Pred], pant ,[Time], 0.44388556480407715
[train]: no. 01 ,bandwidth, 10 ,[video_idx], 202 ,[Category], tshirt ,[Pred], pant ,[Time], 0.4546222686767578
[train]: no. 01 ,bandwidth, 10 ,[video_idx], 203 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.46544456481933594
[train]: no. 01 ,bandwidth, 10 ,[video_idx], 204 ,[Category], tshirt ,[Pred], pant ,[Time], 0.476118803024292
[train]: no. 01 ,bandwidth, 10 ,[video_idx], 205 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.487274169921875
[train]: no. 01 ,bandwidth, 10 ,[video_idx], 206 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.49802494049072266
[train]: no. 01 ,bandwidth, 10 ,[video_idx], 207 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5086534023284912
[train]: no. 01 ,bandwidth, 10 ,[video_idx], 208 ,[Category], tshirt ,[Pred], pant ,[Time], 0.5193040370941162
[train]: no. 01 ,bandwidth, 10 ,[video_idx], 209 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5301790237426758
[train]: no. 01 ,bandwidth, 10 ,[video_idx], 210 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5412211418151855
[train]: no. 02 ,bandwidth, 10 ,[video_idx], 41 ,[Category], pant ,[Pred], pant ,[Time], 0.011897087097167969
[train]: no. 02 ,bandwidth, 10 ,[video_idx], 42 ,[Category], pant ,[Pred], pant ,[Time], 0.02331089973449707
[train]: no. 02 ,bandwidth, 10 ,[video_idx], 43 ,[Category], pant ,[Pred], pant ,[Time], 0.03405880928039551
[train]: no. 02 ,bandwidth, 10 ,[video_idx], 44 ,[Category], pant ,[Pred], pant ,[Time], 0.04572033882141113
[train]: no. 02 ,bandwidth, 10 ,[video_idx], 45 ,[Category], pant ,[Pred], pant ,[Time], 0.05699491500854492
[train]: no. 02 ,bandwidth, 10 ,[video_idx], 46 ,[Category], pant ,[Pred], pant ,[Time], 0.06828832626342773
[train]: no. 02 ,bandwidth, 10 ,[video_idx], 47 ,[Category], pant ,[Pred], pant ,[Time], 0.07974123954772949
[train]: no. 02 ,bandwidth, 10 ,[video_idx], 48 ,[Category], pant ,[Pred], pant ,[Time], 0.09095120429992676
[train]: no. 02 ,bandwidth, 10 ,[video_idx], 49 ,[Category], pant ,[Pred], pant ,[Time], 0.1024625301361084
[train]: no. 02 ,bandwidth, 10 ,[video_idx], 50 ,[Category], pant ,[Pred], pant ,[Time], 0.11396670341491699
[train]: no. 02 ,bandwidth, 10 ,[video_idx], 81 ,[Category], shirt ,[Pred], shirt ,[Time], 0.12540102005004883
[train]: no. 02 ,bandwidth, 10 ,[video_idx], 82 ,[Category], shirt ,[Pred], shirt ,[Time], 0.1368551254272461
[train]: no. 02 ,bandwidth, 10 ,[video_idx], 83 ,[Category], shirt ,[Pred], pant ,[Time], 0.1476290225982666
[train]: no. 02 ,bandwidth, 10 ,[video_idx], 84 ,[Category], shirt ,[Pred], pant ,[Time], 0.1583707332611084
[train]: no. 02 ,bandwidth, 10 ,[video_idx], 85 ,[Category], shirt ,[Pred], pant ,[Time], 0.16916942596435547
[train]: no. 02 ,bandwidth, 10 ,[video_idx], 86 ,[Category], shirt ,[Pred], shirt ,[Time], 0.1804502010345459
[train]: no. 02 ,bandwidth, 10 ,[video_idx], 87 ,[Category], shirt ,[Pred], pant ,[Time], 0.19118285179138184
[train]: no. 02 ,bandwidth, 10 ,[video_idx], 88 ,[Category], shirt ,[Pred], shirt ,[Time], 0.20241117477416992
[train]: no. 02 ,bandwidth, 10 ,[video_idx], 89 ,[Category], shirt ,[Pred], shirt ,[Time], 0.21298480033874512
[train]: no. 02 ,bandwidth, 10 ,[video_idx], 90 ,[Category], shirt ,[Pred], pant ,[Time], 0.22382760047912598
[train]: no. 02 ,bandwidth, 10 ,[video_idx], 121 ,[Category], sweater ,[Pred], pant ,[Time], 0.23463797569274902
[train]: no. 02 ,bandwidth, 10 ,[video_idx], 122 ,[Category], sweater ,[Pred], pant ,[Time], 0.24528169631958008
[train]: no. 02 ,bandwidth, 10 ,[video_idx], 123 ,[Category], sweater ,[Pred], pant ,[Time], 0.2558901309967041
[train]: no. 02 ,bandwidth, 10 ,[video_idx], 124 ,[Category], sweater ,[Pred], pant ,[Time], 0.2665421962738037
[train]: no. 02 ,bandwidth, 10 ,[video_idx], 125 ,[Category], sweater ,[Pred], sweater ,[Time], 0.27747035026550293
[train]: no. 02 ,bandwidth, 10 ,[video_idx], 126 ,[Category], sweater ,[Pred], pant ,[Time], 0.2881007194519043
[train]: no. 02 ,bandwidth, 10 ,[video_idx], 127 ,[Category], sweater ,[Pred], sweater ,[Time], 0.29958558082580566
[train]: no. 02 ,bandwidth, 10 ,[video_idx], 128 ,[Category], sweater ,[Pred], sweater ,[Time], 0.31055569648742676
[train]: no. 02 ,bandwidth, 10 ,[video_idx], 129 ,[Category], sweater ,[Pred], pant ,[Time], 0.321120023727417
[train]: no. 02 ,bandwidth, 10 ,[video_idx], 130 ,[Category], sweater ,[Pred], pant ,[Time], 0.3318214416503906
[train]: no. 02 ,bandwidth, 10 ,[video_idx], 161 ,[Category], towel ,[Pred], pant ,[Time], 0.34235143661499023
[train]: no. 02 ,bandwidth, 10 ,[video_idx], 162 ,[Category], towel ,[Pred], pant ,[Time], 0.35286951065063477
[train]: no. 02 ,bandwidth, 10 ,[video_idx], 163 ,[Category], towel ,[Pred], pant ,[Time], 0.3634939193725586
[train]: no. 02 ,bandwidth, 10 ,[video_idx], 164 ,[Category], towel ,[Pred], pant ,[Time], 0.37407708168029785
[train]: no. 02 ,bandwidth, 10 ,[video_idx], 165 ,[Category], towel ,[Pred], pant ,[Time], 0.3847653865814209
[train]: no. 02 ,bandwidth, 10 ,[video_idx], 166 ,[Category], towel ,[Pred], pant ,[Time], 0.39542722702026367
[train]: no. 02 ,bandwidth, 10 ,[video_idx], 167 ,[Category], towel ,[Pred], pant ,[Time], 0.4060335159301758
[train]: no. 02 ,bandwidth, 10 ,[video_idx], 168 ,[Category], towel ,[Pred], pant ,[Time], 0.41659975051879883
[train]: no. 02 ,bandwidth, 10 ,[video_idx], 169 ,[Category], towel ,[Pred], pant ,[Time], 0.4271886348724365
[train]: no. 02 ,bandwidth, 10 ,[video_idx], 170 ,[Category], towel ,[Pred], pant ,[Time], 0.4377002716064453
[train]: no. 02 ,bandwidth, 10 ,[video_idx], 201 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.44850778579711914
[train]: no. 02 ,bandwidth, 10 ,[video_idx], 202 ,[Category], tshirt ,[Pred], pant ,[Time], 0.4590909481048584
[train]: no. 02 ,bandwidth, 10 ,[video_idx], 203 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.46959900856018066
[train]: no. 02 ,bandwidth, 10 ,[video_idx], 204 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.48085927963256836
[train]: no. 02 ,bandwidth, 10 ,[video_idx], 205 ,[Category], tshirt ,[Pred], pant ,[Time], 0.4914720058441162
[train]: no. 02 ,bandwidth, 10 ,[video_idx], 206 ,[Category], tshirt ,[Pred], pant ,[Time], 0.5020062923431396
[train]: no. 02 ,bandwidth, 10 ,[video_idx], 207 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.513331413269043
[train]: no. 02 ,bandwidth, 10 ,[video_idx], 208 ,[Category], tshirt ,[Pred], pant ,[Time], 0.52390456199646
[train]: no. 02 ,bandwidth, 10 ,[video_idx], 209 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5347275733947754
[train]: no. 02 ,bandwidth, 10 ,[video_idx], 210 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5462064743041992
[train]: no. 03 ,bandwidth, 10 ,[video_idx], 41 ,[Category], pant ,[Pred], pant ,[Time], 0.010353565216064453
[train]: no. 03 ,bandwidth, 10 ,[video_idx], 42 ,[Category], pant ,[Pred], pant ,[Time], 0.02138352394104004
[train]: no. 03 ,bandwidth, 10 ,[video_idx], 43 ,[Category], pant ,[Pred], pant ,[Time], 0.032527923583984375
[train]: no. 03 ,bandwidth, 10 ,[video_idx], 44 ,[Category], pant ,[Pred], pant ,[Time], 0.04289865493774414
[train]: no. 03 ,bandwidth, 10 ,[video_idx], 45 ,[Category], pant ,[Pred], pant ,[Time], 0.05316472053527832
[train]: no. 03 ,bandwidth, 10 ,[video_idx], 46 ,[Category], pant ,[Pred], pant ,[Time], 0.06355404853820801
[train]: no. 03 ,bandwidth, 10 ,[video_idx], 47 ,[Category], pant ,[Pred], pant ,[Time], 0.07387399673461914
[train]: no. 03 ,bandwidth, 10 ,[video_idx], 48 ,[Category], pant ,[Pred], pant ,[Time], 0.08420443534851074
[train]: no. 03 ,bandwidth, 10 ,[video_idx], 49 ,[Category], pant ,[Pred], pant ,[Time], 0.0945589542388916
[train]: no. 03 ,bandwidth, 10 ,[video_idx], 50 ,[Category], pant ,[Pred], pant ,[Time], 0.10494041442871094
[train]: no. 03 ,bandwidth, 10 ,[video_idx], 81 ,[Category], shirt ,[Pred], pant ,[Time], 0.11526370048522949
[train]: no. 03 ,bandwidth, 10 ,[video_idx], 82 ,[Category], shirt ,[Pred], pant ,[Time], 0.12552523612976074
[train]: no. 03 ,bandwidth, 10 ,[video_idx], 83 ,[Category], shirt ,[Pred], shirt ,[Time], 0.13619136810302734
[train]: no. 03 ,bandwidth, 10 ,[video_idx], 84 ,[Category], shirt ,[Pred], pant ,[Time], 0.14657258987426758
[train]: no. 03 ,bandwidth, 10 ,[video_idx], 85 ,[Category], shirt ,[Pred], sweater ,[Time], 0.15681195259094238
[train]: no. 03 ,bandwidth, 10 ,[video_idx], 86 ,[Category], shirt ,[Pred], pant ,[Time], 0.1671137809753418
[train]: no. 03 ,bandwidth, 10 ,[video_idx], 87 ,[Category], shirt ,[Pred], pant ,[Time], 0.17735576629638672
[train]: no. 03 ,bandwidth, 10 ,[video_idx], 88 ,[Category], shirt ,[Pred], pant ,[Time], 0.18767833709716797
[train]: no. 03 ,bandwidth, 10 ,[video_idx], 89 ,[Category], shirt ,[Pred], pant ,[Time], 0.1978764533996582
[train]: no. 03 ,bandwidth, 10 ,[video_idx], 90 ,[Category], shirt ,[Pred], shirt ,[Time], 0.2086324691772461
[train]: no. 03 ,bandwidth, 10 ,[video_idx], 121 ,[Category], sweater ,[Pred], sweater ,[Time], 0.21895503997802734
[train]: no. 03 ,bandwidth, 10 ,[video_idx], 122 ,[Category], sweater ,[Pred], sweater ,[Time], 0.22978687286376953
[train]: no. 03 ,bandwidth, 10 ,[video_idx], 123 ,[Category], sweater ,[Pred], sweater ,[Time], 0.24036073684692383
[train]: no. 03 ,bandwidth, 10 ,[video_idx], 124 ,[Category], sweater ,[Pred], sweater ,[Time], 0.25108766555786133
[train]: no. 03 ,bandwidth, 10 ,[video_idx], 125 ,[Category], sweater ,[Pred], sweater ,[Time], 0.2617216110229492
[train]: no. 03 ,bandwidth, 10 ,[video_idx], 126 ,[Category], sweater ,[Pred], pant ,[Time], 0.2720170021057129
[train]: no. 03 ,bandwidth, 10 ,[video_idx], 127 ,[Category], sweater ,[Pred], pant ,[Time], 0.2822389602661133
[train]: no. 03 ,bandwidth, 10 ,[video_idx], 128 ,[Category], sweater ,[Pred], sweater ,[Time], 0.2927677631378174
[train]: no. 03 ,bandwidth, 10 ,[video_idx], 129 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3037114143371582
[train]: no. 03 ,bandwidth, 10 ,[video_idx], 130 ,[Category], sweater ,[Pred], sweater ,[Time], 0.31420230865478516
[train]: no. 03 ,bandwidth, 10 ,[video_idx], 161 ,[Category], towel ,[Pred], towel ,[Time], 0.32554078102111816
[train]: no. 03 ,bandwidth, 10 ,[video_idx], 162 ,[Category], towel ,[Pred], pant ,[Time], 0.33615541458129883
[train]: no. 03 ,bandwidth, 10 ,[video_idx], 163 ,[Category], towel ,[Pred], towel ,[Time], 0.3465898036956787
[train]: no. 03 ,bandwidth, 10 ,[video_idx], 164 ,[Category], towel ,[Pred], towel ,[Time], 0.35728001594543457
[train]: no. 03 ,bandwidth, 10 ,[video_idx], 165 ,[Category], towel ,[Pred], towel ,[Time], 0.36800384521484375
[train]: no. 03 ,bandwidth, 10 ,[video_idx], 166 ,[Category], towel ,[Pred], pant ,[Time], 0.3782970905303955
[train]: no. 03 ,bandwidth, 10 ,[video_idx], 167 ,[Category], towel ,[Pred], towel ,[Time], 0.3886604309082031
[train]: no. 03 ,bandwidth, 10 ,[video_idx], 168 ,[Category], towel ,[Pred], towel ,[Time], 0.3994133472442627
[train]: no. 03 ,bandwidth, 10 ,[video_idx], 169 ,[Category], towel ,[Pred], pant ,[Time], 0.41007399559020996
[train]: no. 03 ,bandwidth, 10 ,[video_idx], 170 ,[Category], towel ,[Pred], towel ,[Time], 0.42107391357421875
[train]: no. 03 ,bandwidth, 10 ,[video_idx], 201 ,[Category], tshirt ,[Pred], pant ,[Time], 0.43146562576293945
[train]: no. 03 ,bandwidth, 10 ,[video_idx], 202 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.4418308734893799
[train]: no. 03 ,bandwidth, 10 ,[video_idx], 203 ,[Category], tshirt ,[Pred], pant ,[Time], 0.4522547721862793
[train]: no. 03 ,bandwidth, 10 ,[video_idx], 204 ,[Category], tshirt ,[Pred], pant ,[Time], 0.46311140060424805
[train]: no. 03 ,bandwidth, 10 ,[video_idx], 205 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.4735124111175537
[train]: no. 03 ,bandwidth, 10 ,[video_idx], 206 ,[Category], tshirt ,[Pred], pant ,[Time], 0.4837779998779297
[train]: no. 03 ,bandwidth, 10 ,[video_idx], 207 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.49437928199768066
[train]: no. 03 ,bandwidth, 10 ,[video_idx], 208 ,[Category], tshirt ,[Pred], pant ,[Time], 0.5046408176422119
[train]: no. 03 ,bandwidth, 10 ,[video_idx], 209 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5155849456787109
[train]: no. 03 ,bandwidth, 10 ,[video_idx], 210 ,[Category], tshirt ,[Pred], pant ,[Time], 0.5259087085723877
[train]: no. 04 ,bandwidth, 10 ,[video_idx], 41 ,[Category], pant ,[Pred], pant ,[Time], 0.01174306869506836
[train]: no. 04 ,bandwidth, 10 ,[video_idx], 42 ,[Category], pant ,[Pred], pant ,[Time], 0.022863388061523438
[train]: no. 04 ,bandwidth, 10 ,[video_idx], 43 ,[Category], pant ,[Pred], pant ,[Time], 0.03379631042480469
[train]: no. 04 ,bandwidth, 10 ,[video_idx], 44 ,[Category], pant ,[Pred], pant ,[Time], 0.044380903244018555
[train]: no. 04 ,bandwidth, 10 ,[video_idx], 45 ,[Category], pant ,[Pred], pant ,[Time], 0.055046796798706055
[train]: no. 04 ,bandwidth, 10 ,[video_idx], 46 ,[Category], pant ,[Pred], pant ,[Time], 0.06572866439819336
[train]: no. 04 ,bandwidth, 10 ,[video_idx], 47 ,[Category], pant ,[Pred], pant ,[Time], 0.07680177688598633
[train]: no. 04 ,bandwidth, 10 ,[video_idx], 48 ,[Category], pant ,[Pred], pant ,[Time], 0.08797621726989746
[train]: no. 04 ,bandwidth, 10 ,[video_idx], 49 ,[Category], pant ,[Pred], pant ,[Time], 0.09874248504638672
[train]: no. 04 ,bandwidth, 10 ,[video_idx], 50 ,[Category], pant ,[Pred], pant ,[Time], 0.10961556434631348
[train]: no. 04 ,bandwidth, 10 ,[video_idx], 81 ,[Category], shirt ,[Pred], shirt ,[Time], 0.12041640281677246
[train]: no. 04 ,bandwidth, 10 ,[video_idx], 82 ,[Category], shirt ,[Pred], pant ,[Time], 0.13110971450805664
[train]: no. 04 ,bandwidth, 10 ,[video_idx], 83 ,[Category], shirt ,[Pred], pant ,[Time], 0.14169740676879883
